param,fast
1.194962739944458,1263.05859375
1.2023212909698486,1267.83203125
1.209580421447754,1269.9609375
1.218015193939209,1273.98046875
1.2262635231018066,1277.98046875
1.2347784042358398,1282.75390625
1.243154525756836,1287.01171875
1.2516365051269531,1293.01171875
1.2643678188323975,1387.234375
1.2737979888916016,1392.62109375
1.2814898490905762,1392.62109375
1.2890055179595947,1392.62109375
1.2962744235992432,1392.62109375
1.3034379482269287,1392.62109375
1.310577392578125,1392.62109375
1.3196437358856201,1392.62109375
1.3282904624938965,1392.62109375
1.3362154960632324,1392.62109375
1.343806266784668,1392.62109375
1.351198434829712,1392.62109375
1.358673095703125,1392.62109375
1.3677539825439453,1392.62109375
1.3763234615325928,1392.62109375
1.3840970993041992,1392.62109375
1.3916914463043213,1392.62109375
1.4008245468139648,1392.62109375
1.4095401763916016,1392.62109375
1.4171102046966553,1392.62109375
1.424342155456543,1392.62109375
1.4318394660949707,1392.62109375
1.4411141872406006,1392.87890625
1.449906349182129,1392.87890625
1.4574580192565918,1392.87890625
1.4649481773376465,1392.87890625
1.472527027130127,1392.87890625
1.4800763130187988,1392.87890625
1.4878287315368652,1392.87890625
1.4957599639892578,1392.87890625
1.5032801628112793,1392.87890625
1.5105862617492676,1392.87890625
1.518017292022705,1392.87890625
1.5254852771759033,1392.87890625
1.5337533950805664,1392.87890625
1.5414321422576904,1392.87890625
1.5487732887268066,1392.87890625
1.5561535358428955,1392.87890625
1.5637450218200684,1392.87890625
1.5711781978607178,1392.87890625
1.5785303115844727,1392.87890625
1.5859932899475098,1392.87890625
1.5933964252471924,1392.87890625
1.6007742881774902,1392.87890625
1.6080760955810547,1392.87890625
1.6153059005737305,1392.87890625
1.622511386871338,1392.87890625
1.629746913909912,1392.87890625
1.6371073722839355,1392.87890625
1.6443278789520264,1392.87890625
1.651524305343628,1392.87890625
1.6589899063110352,1392.87890625
1.6667640209197998,1392.87890625
1.6746561527252197,1392.87890625
1.6826770305633545,560.64453125
1.6920626163482666,560.64453125
1.7010486125946045,560.64453125
1.709641933441162,561.15625
1.7178235054016113,561.15625
1.7256345748901367,561.4921875
1.7349982261657715,561.68359375
1.74314284324646,561.68359375
1.7510316371917725,561.68359375
1.7592809200286865,562.45703125
1.7673635482788086,562.45703125
1.7757916450500488,562.5703125
1.7842140197753906,562.93359375
1.7965850830078125,563.1875
1.8055758476257324,563.703125
1.815284252166748,563.9609375
1.8248724937438965,569.26171875
1.8371963500976562,574.546875
1.8472483158111572,576.8046875
1.8557252883911133,581.3203125
1.8642146587371826,585.3203125
1.8729851245880127,587.82421875
1.8823423385620117,593.82421875
1.8908758163452148,600.59765625
1.8992304801940918,604.85546875
1.9159493446350098,619.34375
1.9244611263275146,624.625
1.9330711364746094,631.54296875
1.9414987564086914,635.80078125
1.9506914615631104,642.31640625
1.959413766860962,648.31640625
1.9680588245391846,653.08984375
1.9766535758972168,659.34765625
1.9853086471557617,665.34765625
1.9940338134765625,669.34765625
2.002732515335083,675.34765625
2.011122941970825,681.34765625
2.019523859024048,685.625
2.0275371074676514,691.625
2.036691904067993,703.625
2.0465211868286133,703.625
2.062901735305786,717.40625
2.0715315341949463,723.40625
